
Source                                    CommandType Synopsis
Microsoft.PowerShell.Core                      Cmdlet Get-PSSessionCapability [-ConfigurationName] <string> [-Username] <string> [-Full] [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Get-PSSessionConfiguration [[-Name] <string[]>] [-Force] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-Random [[-Maximum] <Object>] [-SetSeed <int>] [-Minimum <Object>] [-Count <int>] [<CommonParameters>]Get-Random [-InputObject] <Object[]> [-SetSeed <int>] [-Count <int>] [<CommonParameters…
Microsoft.PowerShell.Utility                   Cmdlet Get-Runspace [[-Name] <string[]>] [<CommonParameters>]Get-Runspace [-Id] <int[]> [<CommonParameters>]Get-Runspace [-InstanceId] <guid[]> [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-RunspaceDebug [[-RunspaceName] <string[]>] [<CommonParameters>]Get-RunspaceDebug [-Runspace] <runspace[]> [<CommonParameters>]Get-RunspaceDebug [-RunspaceId] <int[]> [<CommonParameters>]Ge…
PSScheduledJob                                 Cmdlet {Get-ScheduledJob, Get-ScheduledJobOption}
PSScheduledJob                                 Cmdlet Get-ScheduledJobOption
PSScriptAnalyzer                               Cmdlet Gets the script analyzer rules on the local computer.
SecureBoot                                     Cmdlet Get-SecureBootPolicy [<CommonParameters>]
SecureBoot                                     Cmdlet Get-SecureBootUEFI [-Name] <string> [-OutputFilePath <string>] [<CommonParameters>]
Microsoft.PowerShell.Management                Cmdlet Get-Service [[-Name] <string[]>] [-DependentServices] [-RequiredServices] [-Include <string[]>] [-Exclude <string[]>] [<CommonParameters>]Get-Service -DisplayName <string[]> [-DependentService…
Microsoft.PowerShell.Management                Cmdlet Get-TimeZone [[-Name] <string[]>] [<CommonParameters>]Get-TimeZone -Id <string[]> [<CommonParameters>]Get-TimeZone -ListAvailable [<CommonParameters>]
TLS                                            Cmdlet Get-TlsCipherSuite [[-Name] <string>] [<CommonParameters>]
TLS                                            Cmdlet Get-TlsEccCurve [[-Name] <string>] [<CommonParameters>]
TrustedPlatformModule                          Cmdlet Get-Tpm [<CommonParameters>]
TrustedPlatformModule                          Cmdlet Get-TpmEndorsementKeyInfo [[-HashAlgorithm] <string>] [<CommonParameters>]
TrustedPlatformModule                          Cmdlet Get-TpmSupportedFeature [[-FeatureList] <StringCollection>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-TraceSource [[-Name] <string[]>] [<CommonParameters>]
TroubleshootingPack                            Cmdlet Get-TroubleshootingPack [-Path] <string> [-AnswerFile <string>] [<CommonParameters>]
Provisioning                                   Cmdlet Get-TrustedProvisioningCertificate [[-Thumbprint] <string>] [-LogsDirectoryPath <string>] [-WprpFile <string>] [-ConnectedDevice] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-TypeData [[-TypeName] <string[]>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-UICulture [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-Unique [-InputObject <psobject>] [-AsString] [<CommonParameters>]Get-Unique [-InputObject <psobject>] [-OnType] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-Uptime [<CommonParameters>]Get-Uptime [-Since] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-Variable [[-Name] <string[]>] [-ValueOnly] [-Include <string[]>] [-Exclude <string[]>] [-Scope <string>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Get-Verb [[-Verb] <string[]>] [[-Group] <string[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VHD [-Path] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VHD [-DiskNumber] <uint> [-CimSession <CimSession[]>] …
Hyper-V                                        Cmdlet Get-VHDSet [-Path] <string[]> [-GetAllPaths] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VHDSnapshot [-Path] <string[]> [-GetParentPaths] [-SnapshotId <guid[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VM [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VM [[-Id] <guid>] [-CimSession <CimSession[]>] [-Comp…
Hyper-V                                        Cmdlet Get-VMAssignableDevice [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMAssignableDevice [-VM] <VirtualMach…
Hyper-V                                        Cmdlet Get-VMBios [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMBios [-VM] <VirtualMachine[]> [<CommonParameter…
Hyper-V                                        Cmdlet Get-VMComPort [-VMName] <string[]> [[-Number] <int>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMComPort [-VM] <VirtualMach…
Hyper-V                                        Cmdlet Get-VMConnectAccess [[-VMName] <string[]>] [-UserName <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMConnectAccess…
Hyper-V                                        Cmdlet Get-VMDvdDrive [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ControllerLocation <int>] [-ControllerNumber <int>] [<CommonParamet…
Hyper-V                                        Cmdlet Get-VMFibreChannelHba [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMFibreChannelHba [-VM] <VirtualMachin…
Hyper-V                                        Cmdlet Get-VMFirmware [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMFirmware [-VM] <VirtualMachine[]> [<CommonP…
Hyper-V                                        Cmdlet Get-VMFloppyDiskDrive [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMFloppyDiskDrive [-VMSnapshot] <VMSna…
Hyper-V                                        Cmdlet Get-VMGpuPartitionAdapter [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-AdapterId <string>] [<CommonParameters>]Get-VMGpuPartiti…
Hyper-V                                        Cmdlet Get-VMGroup [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMGroup [[-Id] <guid>] [-CimSession <CimSession[…
Hyper-V                                        Cmdlet Get-VMHardDiskDrive [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ControllerLocation <int>] [-ControllerNumber <int>] [-Controll…
Hyper-V                                        Cmdlet Get-VMHost [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [<CommonParameters>]Get-VMHost [-CimSession] <CimSession[]> [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMHostAssignableDevice [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMHostCluster [-ClusterName] <string[]> [[-Credential] <pscredential[]>] [<CommonParameters>]Get-VMHostCluster [-CimSession] <CimSession[]> [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMHostNumaNode [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Id <int>] [<CommonParameters>]Get-VMHostNumaNode [-CimSession] <CimSession[]> [-Id <int>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMHostNumaNodeStatus [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Id <int>] [<CommonParameters>]Get-VMHostNumaNodeStatus [-CimSession] <CimSession[]> [-Id <int>] [<Commo…
Hyper-V                                        Cmdlet Get-VMHostPartitionableGpu [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Name <string>] [<CommonParameters>]Get-VMHostPartitionableGpu [-CimSession] <CimSession[]> [-Name <st…
Hyper-V                                        Cmdlet Get-VMHostSupportedVersion [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Default] [<CommonParameters>]Get-VMHostSupportedVersion [-CimSession] <CimSession[]> [-Default] [<Com…
Hyper-V                                        Cmdlet Get-VMIdeController [-VMName] <string[]> [[-ControllerNumber] <int>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMIdeControl…
Hyper-V                                        Cmdlet Get-VMIntegrationService [-VMName] <string[]> [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMIntegrationS…
Hyper-V                                        Cmdlet Get-VMKeyProtector [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<CommonParameters>]Get-VMKeyProtector [-VM]…
Hyper-V                                        Cmdlet Get-VMKeyStorageDrive [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ControllerLocation <int>] [-ControllerNumber <int>] [<Common…
Hyper-V                                        Cmdlet Get-VMMemory [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMMemory [-VM] <VirtualMachine[]> [<CommonParam…
Hyper-V                                        Cmdlet Get-VMMigrationNetwork [[-Subnet] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Priority <uint[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMNetworkAdapter [-VMName] <string[]> [[-Name] <string>] [-IsLegacy <bool>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-V…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterAcl [[-VMName] <string[]>] [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-V…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterExtendedAcl [[-VMName] <string[]>] [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameter…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterFailoverConfiguration [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-VMNetworkAdapterName <string>] [<CommonP…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterIsolation [[-VMName] <string[]>] [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterRdma [-VMName] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Name <string>] [-Passthru] [<CommonParameters>]Get-VMNetwor…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterRoutingDomainMapping [[-VMName] <string[]>] [-RoutingDomainID <guid>] [-RoutingDomainName <string>] [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-Computer…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterTeamMapping [-VMName] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Name <string>] [-Passthru] [<CommonParameters>]Get-V…
Hyper-V                                        Cmdlet Get-VMNetworkAdapterVlan [[-VMName] <string[]>] [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-…
Hyper-V                                        Cmdlet Get-VMPartitionableGpu [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Name <string>] [<CommonParameters>]Get-VMPartitionableGpu [-CimSession] <CimSession[]> [-Name <string>] […
Hyper-V                                        Cmdlet Get-VMPmemController [-VMName] <string[]> [[-ControllerNumber] <int>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMPmemContr…
Hyper-V                                        Cmdlet Get-VMProcessor [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMProcessor [-VMSnapshot] <VMSnapshot> [<Com…
Hyper-V                                        Cmdlet Get-VMRemoteFx3dVideoAdapter [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMRemoteFx3dVideoAdapter [-VM] …
Hyper-V                                        Cmdlet Get-VMRemoteFXPhysicalVideoAdapter [[-Name] <string[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMRemoteFXPhysicalVideoAdapter [[-Name] <string[]>] [-…
Hyper-V                                        Cmdlet Get-VMReplication [[-VMName] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ReplicaServerName <string>] [-PrimaryServerName <string>] [-Re…
Hyper-V                                        Cmdlet Get-VMReplicationAuthorizationEntry [[-AllowedPrimaryServer] <string>] [-ReplicaStorageLocation <string>] [-TrustGroup <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Crede…
Hyper-V                                        Cmdlet Get-VMReplicationServer [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [<CommonParameters>]Get-VMReplicationServer [-CimSession] <CimSession[]> [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMResourcePool [[-Name] <string[]>] [[-ResourcePoolType] <VMResourcePoolType[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMSan [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMScsiController [-VMName] <string[]> [[-ControllerNumber] <int>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMScsiContr…
Hyper-V                                        Cmdlet Get-VMSecurity [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMSecurity [-VM] <VirtualMachine[]> [<CommonP…
Hyper-V                                        Cmdlet Get-VMSnapshot [-VMName] <string[]> [[-Name] <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-SnapshotType <SnapshotType>] [<CommonParameters>…
Hyper-V                                        Cmdlet Get-VMStoragePath [[-Path] <string[]>] [-ResourcePoolName] <string[]> [-ResourcePoolType] <VMResourcePoolType> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredentia…
Hyper-V                                        Cmdlet Get-VMStorageSettings [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMStorageSettings [-VM] <VirtualMachin…
Hyper-V                                        Cmdlet Get-VMSwitch [[-Name] <string>] [[-ResourcePoolName] <string[]>] [-SwitchType <VMSwitchType[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonP…
Hyper-V                                        Cmdlet Get-VMSwitchExtension [-VMSwitchName] <string[]> [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMSwitchExt…
Hyper-V                                        Cmdlet Get-VMSwitchExtensionPortData [-VMName] <string[]> [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-FeatureName <string…
Hyper-V                                        Cmdlet Get-VMSwitchExtensionPortFeature [-VMName] <string[]> [-VMNetworkAdapterName <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-FeatureName <str…
Hyper-V                                        Cmdlet Get-VMSwitchExtensionSwitchData [-SwitchName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-FeatureName <string[]>] [-FeatureId <guid[]>] …
Hyper-V                                        Cmdlet Get-VMSwitchExtensionSwitchFeature [-SwitchName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-FeatureName <string[]>] [-FeatureId <guid[]…
Hyper-V                                        Cmdlet Get-VMSwitchTeam [[-Name] <string>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMSwitchTeam [[-VMSwitch] <VMSwitch[]>] [-Cim…
Hyper-V                                        Cmdlet Get-VMSystemSwitchExtension [-Name <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet Get-VMSystemSwitchExtensionPortFeature [-FeatureName <string[]>] [-FeatureId <guid[]>] [-ExtensionName <string[]>] [-SystemSwitchExtension <VMSystemSwitchExtension[]>] [-CimSession <CimSession…
Hyper-V                                        Cmdlet Get-VMSystemSwitchExtensionSwitchFeature [-FeatureName <string[]>] [-FeatureId <guid[]>] [-ExtensionName <string[]>] [-SystemSwitchExtension <VMSystemSwitchExtension[]>] [-CimSession <CimSessi…
Hyper-V                                        Cmdlet Get-VMVideo [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Get-VMVideo [-VMSnapshot] <VMSnapshot> [<CommonParam…
Whea                                           Cmdlet Get-WheaMemoryPolicy [-ComputerName <string>] [<CommonParameters>]
Dism                                           Cmdlet Get-WIMBootEntry -Path <string> [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]
International                                  Cmdlet Get-WinAcceptLanguageFromLanguageListOptOut [<CommonParameters>]
International                                  Cmdlet Get-WinCultureFromLanguageListOptOut [<CommonParameters>]
International                                  Cmdlet Get-WinDefaultInputMethodOverride [<CommonParameters>]
Dism                                           Cmdlet Get-WindowsCapability -Path <string> [-Name <string>] [-LimitAccess] [-Source <string[]>] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-ScratchDirectory <string>] …
WindowsDeveloperLicense                        Cmdlet Get-WindowsDeveloperLicense [<CommonParameters>]
Dism                                           Cmdlet Get-WindowsDriver -Path <string> [-All] [-Driver <string>] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<Common…
Dism                                           Cmdlet Get-WindowsEdition -Path <string> [-Target] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]Get…
WindowsErrorReporting                          Cmdlet Get-WindowsErrorReporting [<CommonParameters>]
Dism                                           Cmdlet Get-WindowsImage -ImagePath <string> [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]Get-WindowsImage -ImagePath <string> -Name <string> [-LogPath <…
Dism                                           Cmdlet Get-WindowsImageContent -ImagePath <string> -Name <string> [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]Get-WindowsImageContent -ImagePath <strin…
Dism                                           Cmdlet Get-WindowsOptionalFeature -Path <string> [-FeatureName <string>] [-PackageName <string>] [-PackagePath <string>] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-Scr…
Dism                                           Cmdlet Get-WindowsPackage -Path <string> [-PackagePath <string>] [-PackageName <string>] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-ScratchDirectory <string>] [-LogLev…
Dism                                           Cmdlet Get-WindowsReservedStorageState [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]
WindowsSearch                                  Cmdlet Get-WindowsSearchSetting [<CommonParameters>]
Microsoft.PowerShell.Diagnostics               Cmdlet Get-WinEvent [[-LogName] <string[]>] [-MaxEvents <long>] [-ComputerName <string>] [-Credential <pscredential>] [-FilterXPath <string>] [-Force] [-Oldest] [<CommonParameters>]Get-WinEvent [-Lis…
International                                  Cmdlet Get-WinHomeLocation [<CommonParameters>]
International                                  Cmdlet Get-WinLanguageBarOption [<CommonParameters>]
International                                  Cmdlet Get-WinSystemLocale [<CommonParameters>]
International                                  Cmdlet Get-WinUILanguageOverride [<CommonParameters>]
International                                  Cmdlet Get-WinUserLanguageList [<CommonParameters>]
Microsoft.WSMan.Management                     Cmdlet Get-WSManCredSSP [<CommonParameters>]
Microsoft.WSMan.Management                     Cmdlet Get-WSManInstance [-ResourceURI] <uri> [-ApplicationName <string>] [-ComputerName <string>] [-ConnectionURI <uri>] [-Dialect <uri>] [-Fragment <string>] [-OptionSet <hashtable>] [-Port <int>] …
Hyper-V                                        Cmdlet Grant-VMConnectAccess [-VMName] <string[]> [-UserName] <string[]> [-Passthru] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<Comm…
Microsoft.PowerShell.Utility                   Cmdlet Group-Object [[-Property] <Object[]>] [-NoElement] [-AsHashTable] [-AsString] [-InputObject <psobject>] [-Culture <string>] [-CaseSensitive] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Import-Alias [-Path] <string> [-Scope <string>] [-PassThru] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Import-Alias -LiteralPath <string> [-Scope <string>] [-PassThru] [-Force] [-WhatIf…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Import-BcdStore [-Path] <string> [-NoClean] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
PKI                                            Cmdlet Import-Certificate [-FilePath] <string> [-CertStoreLocation <string>] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Import-Clixml [-Path] <string[]> [-IncludeTotalCount] [-Skip <ulong>] [-First <ulong>] [<CommonParameters>]Import-Clixml -LiteralPath <string[]> [-IncludeTotalCount] [-Skip <ulong>] [-First <u…
Microsoft.PowerShell.Utility                   Cmdlet Import-Csv [-Path] <string[]> [[-Delimiter] <char>] [-Header <string[]>] [-Encoding <Encoding>] [<CommonParameters>]Import-Csv [[-Delimiter] <char>] -LiteralPath <string[]> [-Header <string[]>…
Microsoft.PowerShell.Utility                   Cmdlet Import-LocalizedData [[-BindingVariable] <string>] [[-UICulture] <string>] [-BaseDirectory <string>] [-FileName <string>] [-SupportedCommand <string[]>] [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Import-Module [-Name] <string[]> [-Global] [-Prefix <string>] [-Function <string[]>] [-Cmdlet <string[]>] [-Variable <string[]>] [-Alias <string[]>] [-Force] [-SkipEditionCheck] [-PassThru] [-…
PackageManagement                              Cmdlet Import-PackageProvider [-Name] <string[]> [-RequiredVersion <string>] [-MinimumVersion <string>] [-MaximumVersion <string>] [-Force] [-ForceBootstrap] [<CommonParameters>]
PKI                                            Cmdlet Import-PfxCertificate [-FilePath] <string> [[-CertStoreLocation] <string>] [-Exportable] [-ProtectPrivateKey <ProtectPrivateKeyType>] [-Password <securestring>] [-WhatIf] [-Confirm] [<CommonPa…
Microsoft.PowerShell.Utility                   Cmdlet Import-PowerShellDataFile [-Path] <string[]> [-SkipLimitCheck] [<CommonParameters>]Import-PowerShellDataFile [-LiteralPath] <string[]> [-SkipLimitCheck] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Import-PSSession [-Session] <PSSession> [[-CommandName] <string[]>] [[-FormatTypeName] <string[]>] [-Prefix <string>] [-DisableNameChecking] [-AllowClobber] [-ArgumentList <Object[]>] [-Comman…
StartLayout                                    Cmdlet Import-StartLayout [-LayoutPath] <string> [-MountPath] <string> [-WhatIf] [-Confirm] [<CommonParameters>]Import-StartLayout -LayoutLiteralPath <string> -MountLiteralPath <string> [-WhatIf] [-C…
TrustedPlatformModule                          Cmdlet Import-TpmOwnerAuth -File <string> [<CommonParameters>]Import-TpmOwnerAuth [-OwnerAuthorization] <string> [<CommonParameters>]
Hyper-V                                        Cmdlet Import-VM [-Path] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Register] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Import-VM [-Path…
Hyper-V                                        Cmdlet Import-VMInitialReplication [-VMName] <string[]> [-Path] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-AsJob] [-Passthru] [-WhatIf] [-Confir…
TrustedPlatformModule                          Cmdlet Initialize-Tpm [-AllowClear] [-AllowPhysicalPresence] [<CommonParameters>]
PackageManagement                              Cmdlet Install-Package [-Name] <string[]> [-RequiredVersion <string>] [-MinimumVersion <string>] [-MaximumVersion <string>] [-Source <string[]>] [-Credential <pscredential>] [-Proxy <uri>] [-ProxyCre…
PackageManagement                              Cmdlet Install-PackageProvider [-Name] <string[]> [-RequiredVersion <string>] [-MinimumVersion <string>] [-MaximumVersion <string>] [-Credential <pscredential>] [-Scope <string>] [-Source <string[]>]…
Provisioning                                   Cmdlet Install-ProvisioningPackage [-PackagePath] <string> [-ForceInstall] [-QuietInstall] [-LogsDirectoryPath <string>] [-WprpFile <string>] [-ConnectedDevice] [<CommonParameters>]
Provisioning                                   Cmdlet Install-TrustedProvisioningCertificate [-CertificatePath] <string> [-ForceInstall] [-LogsDirectoryPath <string>] [-WprpFile <string>] [-ConnectedDevice] [<CommonParameters>]
CimCmdlets                                     Cmdlet Invoke-CimMethod [-ClassName] <string> [[-Arguments] <IDictionary>] [-MethodName] <string> [-ComputerName <string[]>] [-Namespace <string>] [-OperationTimeoutSec <uint>] [-WhatIf] [-Confirm] […
Microsoft.PowerShell.Core                      Cmdlet Invoke-Command [-ScriptBlock] <scriptblock> [-NoNewScope] [-InputObject <psobject>] [-ArgumentList <Object[]>] [<CommonParameters>]Invoke-Command [[-Session] <PSSession[]>] [-ScriptBlock] <scr…
Microsoft.PowerShell.Utility                   Cmdlet Invoke-Expression [-Command] <string> [<CommonParameters>]
PSScriptAnalyzer                               Cmdlet Formats a script text based on the input settings or default settings.
Microsoft.PowerShell.Core                      Cmdlet Invoke-History [[-Id] <string>] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Management                Cmdlet Invoke-Item [-Path] <string[]> [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]Invoke-Item -LiteralPath <st…
Microsoft.PowerShell.Utility                   Cmdlet Invoke-RestMethod [-Uri] <uri> [-Method <WebRequestMethod>] [-FollowRelLink] [-MaximumFollowRelLink <int>] [-ResponseHeadersVariable <string>] [-StatusCodeVariable <string>] [-UseBasicParsing]…
PSScriptAnalyzer                               Cmdlet Evaluates a script or module based on selected best practice rules
TroubleshootingPack                            Cmdlet Invoke-TroubleshootingPack [-Pack] <DiagPack> [-AnswerFile <string>] [-Result <string>] [-Unattended] [<CommonParameters>]
